date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:54	82400/82400	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:52%20GMT	https://laravel.com/docs/5.4/validation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/validation.html	(from https://laravel.com/docs/5.4)
11:07:55	39883/39883	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:53%20GMT	https://laravel.com/docs/5.4/errors	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/errors.html	(from https://laravel.com/docs/5.4)
11:07:55	48304/48304	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:54%20GMT	https://laravel.com/docs/5.4/blade	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/blade.html	(from https://laravel.com/docs/5.4)
11:07:56	36549/36549	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:54%20GMT	https://laravel.com/docs/5.4/localization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/localization.html	(from https://laravel.com/docs/5.4)
11:07:56	35821/35821	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:54%20GMT	https://laravel.com/docs/5.4/frontend	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/frontend.html	(from https://laravel.com/docs/5.4)
11:07:57	48355/48355	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:56%20GMT	https://laravel.com/docs/5.4/mix	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/mix.html	(from https://laravel.com/docs/5.4)
11:07:59	58287/58287	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:57%20GMT	https://laravel.com/docs/5.4/authentication	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/authentication.html	(from https://laravel.com/docs/5.4)
11:07:59	65924/65924	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:57%20GMT	https://laravel.com/docs/5.4/passport	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/passport.html	(from https://laravel.com/docs/5.4)
11:07:59	50525/50525	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:58%20GMT	https://laravel.com/docs/5.4/authorization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/authorization.html	(from https://laravel.com/docs/5.4)
11:08:00	31976/31976	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:58%20GMT	https://laravel.com/docs/5.4/encryption	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/encryption.html	(from https://laravel.com/docs/5.4)
11:08:01	31161/31161	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:07:59%20GMT	https://laravel.com/docs/5.4/hashing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/hashing.html	(from https://laravel.com/docs/5.4)
11:08:01	34680/34680	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:00%20GMT	https://laravel.com/docs/5.4/passwords	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/passwords.html	(from https://laravel.com/docs/5.4)
11:08:02	48809/48809	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:00%20GMT	https://laravel.com/docs/5.4/artisan	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/artisan.html	(from https://laravel.com/docs/5.4)
11:08:03	61327/61327	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:02%20GMT	https://laravel.com/docs/5.4/broadcasting	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/broadcasting.html	(from https://laravel.com/docs/5.4)
11:08:05	46292/46292	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:03%20GMT	https://laravel.com/docs/5.4/cache	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/cache.html	(from https://laravel.com/docs/5.4)
11:08:05	86739/86739	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:04%20GMT	https://laravel.com/docs/5.4/collections	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/collections.html	(from https://laravel.com/docs/5.4)
11:08:06	43686/43686	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:05%20GMT	https://laravel.com/docs/5.4/events	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/events.html	(from https://laravel.com/docs/5.4)
11:08:06	47523/47523	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:05%20GMT	https://laravel.com/docs/5.4/filesystem	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/filesystem.html	(from https://laravel.com/docs/5.4)
11:08:08	66339/66339	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:06%20GMT	https://laravel.com/docs/5.4/helpers	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/helpers.html	(from https://laravel.com/docs/5.4)
11:08:09	56108/56108	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:07%20GMT	https://laravel.com/docs/5.4/mail	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/mail.html	(from https://laravel.com/docs/5.4)
11:08:10	70029/70029	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:09%20GMT	https://laravel.com/docs/5.4/notifications	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/notifications.html	(from https://laravel.com/docs/5.4)
11:08:11	42353/42353	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:09%20GMT	https://laravel.com/docs/5.4/packages	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/packages.html	(from https://laravel.com/docs/5.4)
11:08:12	59811/59811	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:10%20GMT	https://laravel.com/docs/5.4/queues	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/queues.html	(from https://laravel.com/docs/5.4)
11:08:12	41801/41801	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:11%20GMT	https://laravel.com/docs/5.4/scheduling	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/scheduling.html	(from https://laravel.com/docs/5.4)
11:08:13	39752/39752	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:12%20GMT	https://laravel.com/docs/5.4/database	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/database.html	(from https://laravel.com/docs/5.4)
11:08:13	58665/58665	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:12%20GMT	https://laravel.com/docs/5.4/queries	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/queries.html	(from https://laravel.com/docs/5.4)
11:08:14	39896/39896	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:13%20GMT	https://laravel.com/docs/5.4/pagination	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/pagination.html	(from https://laravel.com/docs/5.4)
11:08:15	54155/54155	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:13%20GMT	https://laravel.com/docs/5.4/migrations	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/migrations.html	(from https://laravel.com/docs/5.4)
11:08:15	34258/34258	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:14%20GMT	https://laravel.com/docs/5.4/seeding	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/seeding.html	(from https://laravel.com/docs/5.4)
11:08:16	39046/39046	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:14%20GMT	https://laravel.com/docs/5.4/redis	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/redis.html	(from https://laravel.com/docs/5.4)
11:08:16	62752/62752	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:14%20GMT	https://laravel.com/docs/5.4/eloquent	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/eloquent.html	(from https://laravel.com/docs/5.4)
11:08:17	74019/74019	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:16%20GMT	https://laravel.com/docs/5.4/eloquent-relationships	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/eloquent-relationships.html	(from https://laravel.com/docs/5.4)
11:08:18	37077/37077	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:17%20GMT	https://laravel.com/docs/5.4/eloquent-collections	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/eloquent-collections.html	(from https://laravel.com/docs/5.4)
11:08:19	37547/37547	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:18%20GMT	https://laravel.com/docs/5.4/eloquent-mutators	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/eloquent-mutators.html	(from https://laravel.com/docs/5.4)
11:08:20	34646/34646	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:18%20GMT	https://laravel.com/docs/5.4/eloquent-serialization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/eloquent-serialization.html	(from https://laravel.com/docs/5.4)
11:08:21	31978/31978	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:19%20GMT	https://laravel.com/docs/5.4/testing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/testing.html	(from https://laravel.com/docs/5.4)
11:08:21	38285/38285	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:20%20GMT	https://laravel.com/docs/5.4/http-tests	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/http-tests.html	(from https://laravel.com/docs/5.4)
11:08:22	67361/67361	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:20%20GMT	https://laravel.com/docs/5.4/dusk	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/dusk.html	(from https://laravel.com/docs/5.4)
11:08:23	41414/41414	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:21%20GMT	https://laravel.com/docs/5.4/database-testing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/database-testing.html	(from https://laravel.com/docs/5.4)
11:08:24	39857/39857	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:22%20GMT	https://laravel.com/docs/5.4/mocking	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/mocking.html	(from https://laravel.com/docs/5.4)
11:08:25	64268/64268	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:24%20GMT	https://laravel.com/docs/5.4/billing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/billing.html	(from https://laravel.com/docs/5.4)
11:08:25	37348/37348	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:24%20GMT	https://laravel.com/docs/5.4/envoy	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/envoy.html	(from https://laravel.com/docs/5.4)
11:08:27	6921/6921	---MCZ	200	added ('OK')	application/javascript	etag:W/%221b09-554329d42496d%22	http://cdn.carbonads.com/carbon.js?zoneid=1673&serve=C6AILKT&placement=laravelcom	C:/My%20Web%20Sites/laraDoc/cdn.carbonads.com/carbon9873.js	(from https://laravel.com/docs/5.4)
11:08:27	43236/43236	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:24%20GMT	https://laravel.com/docs/5.4/scout	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.4/scout.html	(from https://laravel.com/docs/5.4)
11:08:27	238482/238482	---MCZ	200	added ('OK')	application/javascript	etag:W/%225968e274-3a392%22	https://laravel.com/build/assets/js/laravel-7310ca5785.js	C:/My%20Web%20Sites/laraDoc/laravel.com/build/assets/js/laravel-7310ca5785.js	(from https://laravel.com/docs/5.4)
11:08:28	12276/12276	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256eb5bc8-2ff4%22	https://laravel.com/assets/js/viewport-units-buggyfill.js	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/js/viewport-units-buggyfill.js	(from https://laravel.com/docs/5.4)
11:08:28	35945/35945	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:27%20GMT	https://laravel.com/docs/master/installation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/installation.html	(from https://laravel.com/docs/5.4/installation)
11:08:29	35563/35563	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:28%20GMT	https://laravel.com/docs/5.3/installation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/installation.html	(from https://laravel.com/docs/5.4/installation)
11:08:30	31960/31960	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:29%20GMT	https://laravel.com/docs/5.2/installation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.2/installation.html	(from https://laravel.com/docs/5.4/installation)
11:08:31	38604/38604	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:29%20GMT	https://laravel.com/docs/5.1/installation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.1/installation.html	(from https://laravel.com/docs/5.4/installation)
11:08:31	31270/31270	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:30%20GMT	https://laravel.com/docs/5.0/installation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.0/installation.html	(from https://laravel.com/docs/5.4/installation)
11:08:32	30952/30952	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:30%20GMT	https://laravel.com/docs/4.2/installation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/4.2/installation.html	(from https://laravel.com/docs/5.4/installation)
11:08:32	7171/7171	---M--	200	added ('OK')	image/png	etag:%22587d143c-1c03%22	https://laravel.com/assets/img/cloud-bar.png	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/cloud-bar.png	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:33	85217/85217	---M--	200	added ('OK')	image/jpeg	etag:%22587d143c-14ce1%22	https://laravel.com/assets/img/forge-flames.jpg	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/forge-flames.jpg	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:34	78104/78104	---M--	200	added ('OK')	image/jpeg	etag:%22587d143c-13118%22	https://laravel.com/assets/img/laracon-bg.jpg	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/laracon-bg.jpg	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:34	7305/7305	---M--	200	added ('OK')	image/png	etag:%22587d143c-1c89%22	https://laravel.com/assets/img/laravel-tucked.png	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/laravel-tucked.png	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:35	56039/56039	---M--	200	added ('OK')	image/png	etag:%2259679654-dae7%22	https://laravel.com/assets/img/partner-img-vehikl-color.png	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/partner-img-vehikl-color.png	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:36	106679/106679	---M--	200	added ('OK')	image/png	etag:%2259679654-1a0b7%22	https://laravel.com/assets/img/partner-img-tighten-color.png	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/partner-img-tighten-color.png	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:37	214325/214325	---M--	200	added ('OK')	image/png	etag:%2259679654-34535%22	https://laravel.com/assets/img/partner-img-kirschbaum-color.png	C:/My%20Web%20Sites/laraDoc/laravel.com/assets/img/partner-img-kirschbaum-color.png	(from https://laravel.com/build/assets/css/laravel-143628dd7b.css)
11:08:37	48564/48564	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:35%20GMT	https://laravel.com/docs/master/releases	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/releases.html	(from https://laravel.com/docs/master)
11:08:38	58126/58126	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:37%20GMT	https://laravel.com/docs/master/upgrade	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/upgrade.html	(from https://laravel.com/docs/master)
11:08:39	36212/36212	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:38%20GMT	https://laravel.com/docs/master/contributions	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/contributions.html	(from https://laravel.com/docs/master)
11:08:40	37358/37358	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:39%20GMT	https://laravel.com/docs/master/configuration	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/configuration.html	(from https://laravel.com/docs/master)
11:08:41	43653/43653	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:39%20GMT	https://laravel.com/docs/master/structure	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/structure.html	(from https://laravel.com/docs/master)
11:08:42	51464/51464	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:41%20GMT	https://laravel.com/docs/master/homestead	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/homestead.html	(from https://laravel.com/docs/master)
11:08:43	45512/45512	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:41%20GMT	https://laravel.com/docs/master/valet	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/valet.html	(from https://laravel.com/docs/master)
11:08:43	34583/34583	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:42%20GMT	https://laravel.com/docs/master/lifecycle	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/lifecycle.html	(from https://laravel.com/docs/master)
